State,No Of Vacancies,Total Formal Papers,Quota,Count,Ballot Position,Ticket,Surname,GivenNm,Papers,VoteTransferred,ProgressiveVoteTotal,Transfer Value,Status,Changed,Order Elected,Comment
ACT,2,270231,90078,1,20, G,GALLAGHER,Katy,104934,104934,104934,1.000000000000000000000000000,Elected,True,1,"GALLAGHER ,K has 14856 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.141574704099719. 104934 papers are involved from count number(s) 1."
ACT,2,270231,90078,1,21, G,WAITES,Nancy,1396,1396,1396,1.000000000000000000000000000,,,0,"GALLAGHER ,K has 14856 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.141574704099719. 104934 papers are involved from count number(s) 1."
ACT,2,270231,90078,1,22,UG,HOUSTON,Nick,1349,1349,1349,1.000000000000000000000000000,,,0,"GALLAGHER ,K has 14856 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.141574704099719. 104934 papers are involved from count number(s) 1."
ACT,2,270231,90078,1,23,UG,COWTON,Gary,303,303,303,1.000000000000000000000000000,,,0,"GALLAGHER ,K has 14856 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.141574704099719. 104934 papers are involved from count number(s) 1."
ACT,2,270231,90078,1,24,UG,KIM,David,1244,1244,1244,1.000000000000000000000000000,,,0,"GALLAGHER ,K has 14856 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.141574704099719. 104934 papers are involved from count number(s) 1."
ACT,2,270231,90078,1,1001, ,Exhausted,,0,0,0,1.000000000000000000000000000,,,0,"GALLAGHER ,K has 14856 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.141574704099719. 104934 papers are involved from count number(s) 1."
ACT,2,270231,90078,1,1002, ,Gain/Loss,,0,0,0,0.000000000000000000000000000,,,0,"GALLAGHER ,K has 14856 surplus vote(s) to be distributed in count # 2 at a transfer value of 0.141574704099719. 104934 papers are involved from count number(s) 1."
ACT,2,270231,90078,2,8, A,SESELJA,Zed,452,63,84666,0.141574704099719000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 3 after the exclusion of 1 candidate(s). Preferences received at count(s) 1."
ACT,2,270231,90078,2,9, A,GUNNING,Robert,178,25,2914,0.141574704099719000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 3 after the exclusion of 1 candidate(s). Preferences received at count(s) 1."
ACT,2,270231,90078,2,10, B,KYBURZ,Penny,2410,341,46121,0.141574704099719000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 3 after the exclusion of 1 candidate(s). Preferences received at count(s) 1."
ACT,2,270231,90078,2,11, B,DAVIDSON,Emma,361,51,2126,0.141574704099719000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 3 after the exclusion of 1 candidate(s). Preferences received at count(s) 1."
ACT,2,270231,90078,2,12, C,PESEC,Anthony,1112,157,12544,0.141574704099719000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 3 after the exclusion of 1 candidate(s). Preferences received at count(s) 1."
ACT,2,270231,90078,2,13, C,KENT,Gary,15,2,219,0.141574704099719000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 3 after the exclusion of 1 candidate(s). Preferences received at count(s) 1."
ACT,2,270231,90078,2,14, D,VAN DUREN,Shane,15,2,2383,0.141574704099719000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 3 after the exclusion of 1 candidate(s). Preferences received at count(s) 1."
ACT,2,270231,90078,2,15, D,BIRKETT,Scott,2,0,80,0.141574704099719000000000000,Excluded,True,0,"Preferences with a transfer value of 1 will be distributed in count # 3 after the exclusion of 1 candidate(s). Preferences received at count(s) 1."
ACT,2,270231,90078,2,16, E,WALTER,Peter,57,8,5959,0.141574704099719000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 3 after the exclusion of 1 candidate(s). Preferences received at count(s) 1."
ACT,2,270231,90078,2,17, E,HODGSON,Rebecah Elen,21,2,181,0.141574704099719000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 3 after the exclusion of 1 candidate(s). Preferences received at count(s) 1."
ACT,2,270231,90078,2,18, F,HAYDON,John,121,17,4178,0.141574704099719000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 3 after the exclusion of 1 candidate(s). Preferences received at count(s) 1."
ACT,2,270231,90078,2,19, F,ANGEL,Joy,55,7,309,0.141574704099719000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 3 after the exclusion of 1 candidate(s). Preferences received at count(s) 1."
ACT,2,270231,90078,2,20, G,GALLAGHER,Katy,-104934,-14856,90078,0.141574704099719000000000000,Elected,,1,"Preferences with a transfer value of 1 will be distributed in count # 3 after the exclusion of 1 candidate(s). Preferences received at count(s) 1."
ACT,2,270231,90078,2,21, G,WAITES,Nancy,99829,14133,15529,0.141574704099719000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 3 after the exclusion of 1 candidate(s). Preferences received at count(s) 1."
ACT,2,270231,90078,2,22,UG,HOUSTON,Nick,211,29,1378,0.141574704099719000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 3 after the exclusion of 1 candidate(s). Preferences received at count(s) 1."
ACT,2,270231,90078,2,23,UG,COWTON,Gary,42,5,308,0.141574704099719000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 3 after the exclusion of 1 candidate(s). Preferences received at count(s) 1."
ACT,2,270231,90078,2,24,UG,KIM,David,53,7,1251,0.141574704099719000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 3 after the exclusion of 1 candidate(s). Preferences received at count(s) 1."
ACT,2,270231,90078,2,1001, ,Exhausted,,0,0,0,0.141574704099719000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 3 after the exclusion of 1 candidate(s). Preferences received at count(s) 1."
ACT,2,270231,90078,2,1002, ,Gain/Loss,,0,7,7,0.000000000000000000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 3 after the exclusion of 1 candidate(s). Preferences received at count(s) 1."
ACT,2,270231,90078,3,8, A,SESELJA,Zed,3,3,84669,1.000000000000000000000000000,,,0,""
ACT,2,270231,90078,3,9, A,GUNNING,Robert,4,4,2918,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 4 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,3,10, B,KYBURZ,Penny,1,1,46122,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 4 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,3,11, B,DAVIDSON,Emma,1,1,2127,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 4 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,3,12, C,PESEC,Anthony,2,2,12546,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 4 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,3,13, C,KENT,Gary,1,1,220,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 4 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,3,14, D,VAN DUREN,Shane,52,52,2435,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 4 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,3,15, D,BIRKETT,Scott,-80,-80,0,1.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 4 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,3,16, E,WALTER,Peter,6,6,5965,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 4 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,3,17, E,HODGSON,Rebecah Elen,3,3,184,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 4 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,3,18, F,HAYDON,John,0,0,4178,0.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 4 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,3,19, F,ANGEL,Joy,1,1,310,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 4 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,3,20, G,GALLAGHER,Katy,0,0,90078,0.000000000000000000000000000,Elected,,1,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 4 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,3,21, G,WAITES,Nancy,2,2,15531,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 4 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,3,22,UG,HOUSTON,Nick,2,2,1380,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 4 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,3,23,UG,COWTON,Gary,1,1,309,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 4 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,3,24,UG,KIM,David,1,1,1252,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 4 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,3,1001, ,Exhausted,,0,0,0,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 4 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,3,1002, ,Gain/Loss,,0,0,7,0.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 4 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,4,8, A,SESELJA,Zed,0,0,84669,0.000000000000000000000000000,,,0,""
ACT,2,270231,90078,4,9, A,GUNNING,Robert,0,0,2918,0.000000000000000000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 5 after the exclusion of 1 candidate(s). Preferences received at count(s) 1,3."
ACT,2,270231,90078,4,10, B,KYBURZ,Penny,0,0,46122,0.000000000000000000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 5 after the exclusion of 1 candidate(s). Preferences received at count(s) 1,3."
ACT,2,270231,90078,4,11, B,DAVIDSON,Emma,0,0,2127,0.000000000000000000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 5 after the exclusion of 1 candidate(s). Preferences received at count(s) 1,3."
ACT,2,270231,90078,4,12, C,PESEC,Anthony,0,0,12546,0.000000000000000000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 5 after the exclusion of 1 candidate(s). Preferences received at count(s) 1,3."
ACT,2,270231,90078,4,13, C,KENT,Gary,0,0,220,0.000000000000000000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 5 after the exclusion of 1 candidate(s). Preferences received at count(s) 1,3."
ACT,2,270231,90078,4,14, D,VAN DUREN,Shane,1,0,2435,0.141574704099719000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 5 after the exclusion of 1 candidate(s). Preferences received at count(s) 1,3."
ACT,2,270231,90078,4,15, D,BIRKETT,Scott,-2,0,0,0.141574704099719000000000000,Excluded,,0,"Preferences with a transfer value of 1 will be distributed in count # 5 after the exclusion of 1 candidate(s). Preferences received at count(s) 1,3."
ACT,2,270231,90078,4,16, E,WALTER,Peter,0,0,5965,0.000000000000000000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 5 after the exclusion of 1 candidate(s). Preferences received at count(s) 1,3."
ACT,2,270231,90078,4,17, E,HODGSON,Rebecah Elen,0,0,184,0.000000000000000000000000000,Excluded,True,0,"Preferences with a transfer value of 1 will be distributed in count # 5 after the exclusion of 1 candidate(s). Preferences received at count(s) 1,3."
ACT,2,270231,90078,4,18, F,HAYDON,John,0,0,4178,0.000000000000000000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 5 after the exclusion of 1 candidate(s). Preferences received at count(s) 1,3."
ACT,2,270231,90078,4,19, F,ANGEL,Joy,0,0,310,0.000000000000000000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 5 after the exclusion of 1 candidate(s). Preferences received at count(s) 1,3."
ACT,2,270231,90078,4,20, G,GALLAGHER,Katy,0,0,90078,0.000000000000000000000000000,Elected,,1,"Preferences with a transfer value of 1 will be distributed in count # 5 after the exclusion of 1 candidate(s). Preferences received at count(s) 1,3."
ACT,2,270231,90078,4,21, G,WAITES,Nancy,0,0,15531,0.000000000000000000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 5 after the exclusion of 1 candidate(s). Preferences received at count(s) 1,3."
ACT,2,270231,90078,4,22,UG,HOUSTON,Nick,1,0,1380,0.141574704099719000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 5 after the exclusion of 1 candidate(s). Preferences received at count(s) 1,3."
ACT,2,270231,90078,4,23,UG,COWTON,Gary,0,0,309,0.000000000000000000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 5 after the exclusion of 1 candidate(s). Preferences received at count(s) 1,3."
ACT,2,270231,90078,4,24,UG,KIM,David,0,0,1252,0.000000000000000000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 5 after the exclusion of 1 candidate(s). Preferences received at count(s) 1,3."
ACT,2,270231,90078,4,1001, ,Exhausted,,0,0,0,0.141574704099719000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 5 after the exclusion of 1 candidate(s). Preferences received at count(s) 1,3."
ACT,2,270231,90078,4,1002, ,Gain/Loss,,0,0,7,0.000000000000000000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 5 after the exclusion of 1 candidate(s). Preferences received at count(s) 1,3."
ACT,2,270231,90078,5,8, A,SESELJA,Zed,14,14,84683,1.000000000000000000000000000,,,0,""
ACT,2,270231,90078,5,9, A,GUNNING,Robert,1,1,2919,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 6 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,5,10, B,KYBURZ,Penny,3,3,46125,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 6 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,5,11, B,DAVIDSON,Emma,1,1,2128,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 6 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,5,12, C,PESEC,Anthony,2,2,12548,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 6 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,5,13, C,KENT,Gary,1,1,221,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 6 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,5,14, D,VAN DUREN,Shane,4,4,2439,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 6 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,5,15, D,BIRKETT,Scott,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 6 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,5,16, E,WALTER,Peter,117,117,6082,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 6 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,5,17, E,HODGSON,Rebecah Elen,-182,-182,2,1.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 6 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,5,18, F,HAYDON,John,7,7,4185,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 6 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,5,19, F,ANGEL,Joy,12,12,322,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 6 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,5,20, G,GALLAGHER,Katy,0,0,90078,0.000000000000000000000000000,Elected,,1,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 6 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,5,21, G,WAITES,Nancy,6,6,15537,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 6 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,5,22,UG,HOUSTON,Nick,7,7,1387,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 6 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,5,23,UG,COWTON,Gary,1,1,310,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 6 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,5,24,UG,KIM,David,6,6,1258,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 6 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,5,1001, ,Exhausted,,0,0,0,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 6 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,5,1002, ,Gain/Loss,,0,0,7,0.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 6 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,6,8, A,SESELJA,Zed,0,0,84683,0.000000000000000000000000000,,,0,""
ACT,2,270231,90078,6,9, A,GUNNING,Robert,1,0,2919,0.141574704099719000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 7 after the exclusion of 1 candidate(s). Preferences received at count(s) 1,3,5."
ACT,2,270231,90078,6,10, B,KYBURZ,Penny,1,0,46125,0.141574704099719000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 7 after the exclusion of 1 candidate(s). Preferences received at count(s) 1,3,5."
ACT,2,270231,90078,6,11, B,DAVIDSON,Emma,0,0,2128,0.000000000000000000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 7 after the exclusion of 1 candidate(s). Preferences received at count(s) 1,3,5."
ACT,2,270231,90078,6,12, C,PESEC,Anthony,0,0,12548,0.000000000000000000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 7 after the exclusion of 1 candidate(s). Preferences received at count(s) 1,3,5."
ACT,2,270231,90078,6,13, C,KENT,Gary,0,0,221,0.000000000000000000000000000,Excluded,True,0,"Preferences with a transfer value of 1 will be distributed in count # 7 after the exclusion of 1 candidate(s). Preferences received at count(s) 1,3,5."
ACT,2,270231,90078,6,14, D,VAN DUREN,Shane,2,0,2439,0.141574704099719000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 7 after the exclusion of 1 candidate(s). Preferences received at count(s) 1,3,5."
ACT,2,270231,90078,6,15, D,BIRKETT,Scott,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 1 will be distributed in count # 7 after the exclusion of 1 candidate(s). Preferences received at count(s) 1,3,5."
ACT,2,270231,90078,6,16, E,WALTER,Peter,5,0,6082,0.141574704099719000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 7 after the exclusion of 1 candidate(s). Preferences received at count(s) 1,3,5."
ACT,2,270231,90078,6,17, E,HODGSON,Rebecah Elen,-21,-2,0,0.141574704099719000000000000,Excluded,,0,"Preferences with a transfer value of 1 will be distributed in count # 7 after the exclusion of 1 candidate(s). Preferences received at count(s) 1,3,5."
ACT,2,270231,90078,6,18, F,HAYDON,John,0,0,4185,0.000000000000000000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 7 after the exclusion of 1 candidate(s). Preferences received at count(s) 1,3,5."
ACT,2,270231,90078,6,19, F,ANGEL,Joy,4,0,322,0.141574704099719000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 7 after the exclusion of 1 candidate(s). Preferences received at count(s) 1,3,5."
ACT,2,270231,90078,6,20, G,GALLAGHER,Katy,0,0,90078,0.000000000000000000000000000,Elected,,1,"Preferences with a transfer value of 1 will be distributed in count # 7 after the exclusion of 1 candidate(s). Preferences received at count(s) 1,3,5."
ACT,2,270231,90078,6,21, G,WAITES,Nancy,4,0,15537,0.141574704099719000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 7 after the exclusion of 1 candidate(s). Preferences received at count(s) 1,3,5."
ACT,2,270231,90078,6,22,UG,HOUSTON,Nick,3,0,1387,0.141574704099719000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 7 after the exclusion of 1 candidate(s). Preferences received at count(s) 1,3,5."
ACT,2,270231,90078,6,23,UG,COWTON,Gary,0,0,310,0.000000000000000000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 7 after the exclusion of 1 candidate(s). Preferences received at count(s) 1,3,5."
ACT,2,270231,90078,6,24,UG,KIM,David,1,0,1258,0.141574704099719000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 7 after the exclusion of 1 candidate(s). Preferences received at count(s) 1,3,5."
ACT,2,270231,90078,6,1001, ,Exhausted,,0,0,0,0.141574704099719000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 7 after the exclusion of 1 candidate(s). Preferences received at count(s) 1,3,5."
ACT,2,270231,90078,6,1002, ,Gain/Loss,,0,2,9,0.000000000000000000000000000,,,0,"Preferences with a transfer value of 1 will be distributed in count # 7 after the exclusion of 1 candidate(s). Preferences received at count(s) 1,3,5."
ACT,2,270231,90078,7,8, A,SESELJA,Zed,4,4,84687,1.000000000000000000000000000,,,0,""
ACT,2,270231,90078,7,9, A,GUNNING,Robert,6,6,2925,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 8 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,7,10, B,KYBURZ,Penny,10,10,46135,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 8 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,7,11, B,DAVIDSON,Emma,7,7,2135,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 8 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,7,12, C,PESEC,Anthony,146,146,12694,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 8 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,7,13, C,KENT,Gary,-219,-219,2,1.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 8 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,7,14, D,VAN DUREN,Shane,1,1,2440,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 8 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,7,15, D,BIRKETT,Scott,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 8 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,7,16, E,WALTER,Peter,8,8,6090,1.000000000000000000000000000,,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 8 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
ACT,2,270231,90078,7,17, E,HODGSON,Rebecah Elen,0,0,0,0.000000000000000000000000000,Excluded,,0,"Preferences with a transfer value of 0.141574704099719 will be distributed in count # 8 after the exclusion of 1 candidate(s). Preferences received at count(s) 2."
